id,HetGNN,KGAT,NIRec
u2386,0.7185,0.831,0.8256
u2387,0.7932,0.8293,0.7342
u2388,0.7217,0.696,0.7473
u2389,0.8489,0.8699,0.8264
u2390,0.6155,0.7924,0.7091
u2391,0.7467,0.82,0.7407
u2392,0.726,0.7699,0.7358
u2393,0.7857,0.8868,0.7413
u2394,0.7389,0.7627,0.7886
u2395,0.6804,0.8877,0.7339
u2396,0.5121,0.883,0.5004
u2397,0.7132,0.7892,0.6644
u2398,0.749,0.7791,0.7788
u2399,0.6668,0.8175,0.7012
u2400,0.6633,0.8951,0.7012
u2401,0.7532,0.8437,0.7708
u2402,0.8976,0.8913,0.8547
u2403,0.7555,0.8859,0.8109
u2404,0.7627,0.8078,0.7377
u2405,0.787,0.8406,0.7796
u2406,0.7527,0.7869,0.7275
u2407,0.8192,0.8361,0.8584
u2408,0.7687,0.7889,0.7907
u2409,0.7641,0.7859,0.7521
u2410,0.8433,0.9243,0.8496
u2411,0.7251,0.8799,0.8025
u2412,0.7168,0.8244,0.7946
u2413,0.7512,0.8269,0.8158
u2414,0.7703,0.7819,0.7997
u2415,0.7596,0.8589,0.7623
u2416,0.7715,0.8442,0.7702
u2417,0.6056,0.8565,0.5991
u2418,0.8368,0.8627,0.7386
u2419,0.8219,0.8629,0.8025
u2420,0.8096,0.9062,0.8293
u2421,0.7501,0.7998,0.7487
u2422,0.774,0.8747,0.7895
u2423,0.5337,0.9091,0.5686
u2424,0.7224,0.7736,0.7484
u2425,0.8099,0.8586,0.8562
u2426,0.754,0.8547,0.7596
u2427,0.7514,0.8325,0.8135
u2428,0.8801,0.8861,0.857
u2429,0.7754,0.7838,0.7895
u2430,0.8188,0.8465,0.7713
u2431,0.8734,0.8919,0.8618
u2432,0.6485,0.8252,0.6597
u2433,0.7962,0.8547,0.8927
u2434,0.7897,0.8113,0.8152
u2435,0.8123,0.8818,0.7945
u2436,0.7328,0.7919,0.6766
u2437,0.7976,0.8616,0.7899
u2438,0.6935,0.7427,0.7554
u2439,0.7318,0.757,0.7053
u2440,0.6063,0.842,0.6227
u2441,0.7989,0.8456,0.7151
u2442,0.7769,0.8,0.797
u2443,0.7495,0.7342,0.7611
u2444,0.7409,0.8437,0.7288
u2445,0.7196,0.8841,0.7614
u2446,0.7695,0.8176,0.7726
u2447,0.8818,0.9094,0.9035
u2448,0.6283,0.7611,0.7585
u2449,0.7454,0.8356,0.817
u2450,0.7522,0.8434,0.7544
u2451,0.728,0.7849,0.7428
u2452,0.7638,0.7818,0.7164
u2453,0.7013,0.8081,0.6243
u2454,0.7307,0.7593,0.77
u2455,0.7114,0.7978,0.7038
u2456,0.7397,0.8198,0.7561
u2457,0.7609,0.8282,0.7937
u2458,0.7054,0.7999,0.6762
u2459,0.884,0.8979,0.8245
u2460,0.6147,0.8786,0.4821
u2461,0.8399,0.8846,0.7772
u2462,0.7993,0.8647,0.7457
u2463,0.8221,0.8534,0.8904
u2464,0.7779,0.8283,0.8015
u2465,0.778,0.8771,0.7947
u2466,0.8491,0.8271,0.8026
u2467,0.7648,0.7863,0.7315
u2468,0.8096,0.8614,0.8571
u2469,0.8138,0.8254,0.8377
u2470,0.7957,0.857,0.7811
u2471,0.7967,0.8282,0.8419
u2472,0.8401,0.802,0.8242
u2473,0.7985,0.7978,0.8405
u2474,0.7659,0.8686,0.767
u2475,0.802,0.784,0.7273
u2476,0.7398,0.8096,0.7246
u2477,0.8492,0.89,0.9143
u2478,0.6859,0.8248,0.6938
u2479,0.7797,0.8351,0.7745
u2480,0.7738,0.8176,0.7687
u2481,0.8627,0.8616,0.8515
u2482,0.8074,0.8812,0.8621
u2483,0.8162,0.8456,0.8382
u2484,0.7867,0.827,0.7528
u2485,0.8062,0.8151,0.846
u2486,0.7115,0.7749,0.7376
u2487,0.7932,0.8289,0.7645
u2488,0.7967,0.8572,0.7574
u2489,0.8344,0.8829,0.8112
u2490,0.7591,0.7836,0.6386
u2491,0.7597,0.7775,0.707
u2492,0.8078,0.788,0.7865
u2493,0.761,0.7707,0.6955
u2494,0.6985,0.7533,0.6508
u2495,0.6597,0.7822,0.6863
u2496,0.7433,0.7057,0.7316
u2497,0.7159,0.8649,0.7625
u2498,0.8085,0.8434,0.7955
u2499,0.6006,0.8753,0.5966
u2500,0.708,0.7875,0.7384
u2501,0.7711,0.8077,0.7436
u2502,0.7891,0.8175,0.764
u2503,0.7625,0.8075,0.6668
u2504,0.7163,0.7975,0.6612
u2505,0.759,0.7998,0.7726
u2506,0.7067,0.8093,0.7192
u2507,0.7901,0.8223,0.7609
u2508,0.7009,0.7401,0.732
u2509,0.8406,0.8161,0.8987
u2510,0.747,0.7998,0.7093
u2511,0.7773,0.8596,0.8333
u2512,0.7229,0.8341,0.7335
u2513,0.7163,0.8736,0.7897
u2514,0.7526,0.8099,0.7707
u2515,0.7278,0.8421,0.6973
u2516,0.7815,0.884,0.8254
u2517,0.7246,0.8288,0.8665
u2518,0.705,0.7945,0.704
u2519,0.8265,0.8298,0.799
u2520,0.8089,0.8654,0.7414
u2521,0.7869,0.8134,0.7309
u2522,0.8184,0.8157,0.8135
u2523,0.7961,0.8438,0.7324
u2524,0.8626,0.9018,0.9153
u2525,0.8139,0.8437,0.8789
u2526,0.7364,0.8652,0.6517
u2527,0.7607,0.8704,0.7619
u2528,0.8525,0.8471,0.8552
u2529,0.7971,0.8301,0.8456
u2530,0.7734,0.8178,0.8274
u2531,0.8576,0.8879,0.8379
u2532,0.8872,0.8639,0.8648
u2533,0.789,0.818,0.814
u2534,0.7522,0.8353,0.8567
u2535,0.7113,0.8558,0.6879
u2536,0.8046,0.7975,0.6839
u2537,0.8577,0.8962,0.7521
u2538,0.5903,0.7773,0.509
u2539,0.8665,0.8678,0.8774
u2540,0.7566,0.8559,0.7186
u2541,0.7561,0.8188,0.7748
u2542,0.7852,0.7829,0.7634
u2543,0.7077,0.8952,0.7155
u2544,0.7364,0.7562,0.8033
u2545,0.8481,0.8856,0.9098
u2546,0.7918,0.851,0.8046
u2547,0.8034,0.886,0.8569
u2548,0.7387,0.7818,0.7092
u2549,0.8068,0.8248,0.7735
u2550,0.7877,0.8393,0.7832
u2551,0.789,0.8224,0.7317
u2552,0.7677,0.8149,0.8497
u2553,0.7861,0.8524,0.7271
u2554,0.8034,0.8379,0.8005
u2555,0.8462,0.8492,0.8688
u2556,0.7892,0.845,0.767
u2557,0.6829,0.8241,0.7299
u2558,0.75,0.8366,0.8187
u2559,0.8243,0.8604,0.8659
u2560,0.7915,0.8974,0.8077
u2561,0.6797,0.7597,0.6436
u2562,0.7895,0.8393,0.8113
u2563,0.7861,0.8456,0.8239
u2564,0.7661,0.8324,0.8159
u2565,0.7493,0.88,0.8519
u2566,0.7676,0.8694,0.7308
u2567,0.7966,0.8158,0.7954
u2568,0.7643,0.8599,0.7639
u2569,0.7686,0.8576,0.7907
u2570,0.7499,0.847,0.8067
u2571,0.7367,0.8023,0.7616
u2572,0.71,0.805,0.7468
u2573,0.7638,0.8651,0.7155
u2574,0.7109,0.8229,0.6798
u2575,0.8137,0.8752,0.8219
u2576,0.721,0.8352,0.6003
u2577,0.7309,0.8424,0.7674
u2578,0.7425,0.8372,0.7991
u2579,0.7277,0.9096,0.5875
u2580,0.6765,0.8782,0.7795
u2581,0.7312,0.8675,0.7555
u2582,0.752,0.8815,0.7376
u2583,0.7916,0.827,0.6554
u2584,0.7617,0.8037,0.702
u2585,0.7205,0.7173,0.6903
u2586,0.8277,0.8291,0.7791
u2587,0.749,0.7647,0.7135
u2588,0.7191,0.7707,0.7894
u2589,0.6567,0.7975,0.7037
u2590,0.6919,0.7485,0.5644
u2591,0.7391,0.7897,0.634
u2592,0.7042,0.7722,0.7924
u2593,0.7964,0.82,0.8773
u2594,0.8095,0.8759,0.7412
u2595,0.7787,0.8752,0.7432
u2596,0.7949,0.8625,0.7998
u2597,0.8058,0.8416,0.8439
u2598,0.7573,0.8323,0.7587
u2599,0.8107,0.822,0.8518
u2600,0.7419,0.8435,0.8429
u2601,0.823,0.8401,0.7493
u2602,0.7386,0.826,0.7721
u2603,0.7559,0.8068,0.7095
u2604,0.8456,0.8993,0.8481
u2605,0.6894,0.7905,0.6623
u2606,0.823,0.8467,0.8402
u2607,0.7429,0.8284,0.7923
u2608,0.717,0.83,0.6495
u2609,0.8157,0.8643,0.7838
u2610,0.8235,0.844,0.7812
u2611,0.8347,0.8651,0.8673
u2612,0.8437,0.8868,0.8694
u2613,0.7484,0.7696,0.8071
u2614,0.6509,0.7312,0.6366
u2615,0.7167,0.7781,0.7084
u2616,0.8135,0.8266,0.8014
u2617,0.717,0.835,0.732
u2618,0.7936,0.8168,0.7411
u2619,0.779,0.8194,0.8074
u2620,0.7818,0.8199,0.7305
u2621,0.5822,0.8582,0.5245
u2622,0.6663,0.7582,0.6333
u2623,0.7541,0.8302,0.8376
u2624,0.7623,0.8775,0.6512
u2625,0.7318,0.7607,0.7143
u2626,0.5243,0.8575,0
u2627,0.8683,0.901,0.8764
u2628,0.7704,0.8648,0.7881
u2629,0.6513,0.8421,0.7221
u2630,0.6127,0.7477,0.6922
u2631,0.8005,0.8295,0.8142
u2632,0.7257,0.8709,0.742
u2633,0.6721,0.7878,0.7392
u2634,0.7723,0.8744,0.7923
u2635,0.7357,0.8525,0.8153
u2636,0.851,0.8676,0.892
u2637,0.7572,0.8355,0.8547
u2638,0.7966,0.8065,0.7209
u2639,0.7002,0.8219,0.5975
u2640,0.8387,0.8576,0.7996
u2641,0.7942,0.8997,0.8442
u2642,0.7126,0.7627,0.7052
u2643,0.7497,0.7689,0.6873
u2644,0.7431,0.8166,0.769
u2645,0.804,0.8337,0.7434
u2646,0.8122,0.7823,0.7826
u2647,0.8087,0.9007,0.8172
u2648,0.6959,0.8425,0.6528
u2649,0.8249,0.8241,0.7992
u2650,0.7379,0.8526,0.7383
u2651,0.7143,0.8165,0.8393
u2652,0.8105,0.7919,0.7712
u2653,0.7867,0.8457,0.8047
u2654,0.7803,0.7819,0.8107
u2655,0.7606,0.8068,0.7468
u2656,0.8044,0.8253,0.7766
u2657,0.8341,0.8616,0.7117
u2658,0.6617,0.7328,0.6978
u2659,0.818,0.8658,0.8325
u2660,0.6387,0.8868,0.7131
u2661,0.822,0.8959,0.865
u2662,0.8526,0.8701,0.8352
u2663,0.8288,0.875,0.8637
u2664,0.7854,0.8387,0.7463
u2665,0.6429,0.8138,0.6119
u2666,0.7726,0.8064,0.8238
u2667,0.801,0.837,0.7983
u2668,0.7967,0.8308,0.7969
u2669,0.7346,0.8101,0.7787
u2670,0.6762,0.8662,0.657
u2671,0.7418,0.7085,0.7385
u2672,0.8029,0.8176,0.8451
u2673,0.7097,0.8268,0.7308
u2674,0.8799,0.8903,0.8755
u2675,0.6312,0.8332,0.5897
u2676,0.6154,0.8148,0.6166
u2677,0.774,0.7926,0.7961
u2678,0.8271,0.8876,0.8001
u2679,0.7895,0.8312,0.8017
u2680,0.775,0.8373,0.7442
u2681,0.6983,0.832,0.7453
u2682,0.627,0.8727,0.5644
u2683,0.7763,0.7476,0.7173
u2684,0.8218,0.8858,0.7545
u2685,0.7225,0.7384,0.6384
u2686,0.7908,0.8239,0.7338
u2687,0.8436,0.8649,0.8265
u2688,0.7413,0.8938,0.7194
u2689,0.7131,0.8359,0.7724
u2690,0.7451,0.835,0.6972
u2691,0.8479,0.8757,0.9096
u2692,0.8323,0.8096,0.7977
u2693,0.6773,0.8274,0.6158
u2694,0.7194,0.7894,0.7099
u2695,0.7261,0.7533,0.8052
u2696,0.6827,0.8821,0.6396
u2697,0.6189,0.8095,0.6846
u2698,0.8657,0.9157,0.9208
u2699,0.7601,0.7899,0.7278
u2700,0.6939,0.7436,0.7111
u2701,0.7981,0.8447,0.8549
u2702,0.8201,0.8604,0.8675
u2703,0.775,0.8298,0.7524
u2704,0.7476,0.8584,0.7307
u2705,0.8235,0.9016,0.829
u2706,0.6419,0.8576,0.751
u2707,0.7856,0.8311,0.8152
u2708,0.8243,0.8507,0.6192
u2709,0.8563,0.8969,0.8138
u2710,0.771,0.8411,0.7406
u2711,0.818,0.7742,0.784
u2712,0.8231,0.8469,0.8078
u2713,0.7831,0.7783,0.8012
u2714,0.7358,0.8341,0.7355
u2715,0.7153,0.8474,0.5831
u2716,0.8817,0.9004,0.8869
u2717,0.8076,0.8088,0.8016
u2718,0.8126,0.8195,0.8362
u2719,0.6798,0.7895,0.6159
u2720,0.6425,0.8398,0.6114
u2721,0.7582,0.8409,0.6849
u2722,0.6683,0.7793,0.7821
u2723,0.6709,0.7992,0.6917
u2724,0.7949,0.8594,0.7345
u2725,0.7564,0.7502,0.7288
u2726,0.6875,0.7659,0.7694
u2727,0.8257,0.8258,0.725
u2728,0.721,0.7167,0.727
u2729,0.8469,0.844,0.8834
u2730,0.7574,0.8436,0.7441
u2731,0.7582,0.814,0.72
u2732,0.7266,0.8108,0.8172
u2733,0.6933,0.8556,0.8116
u2734,0.6564,0.7179,0.6436
u2735,0.7771,0.838,0.7589
u2736,0.6817,0.8792,0.5702
u2737,0.7594,0.8133,0.7188
u2738,0.763,0.8002,0.7181
u2739,0.7088,0.7763,0.7993
u2740,0.752,0.8774,0.7995
u2741,0.7445,0.862,0.6934
u2742,0.7386,0.763,0.6297
u2743,0.801,0.8613,0.7561
u2744,0.6405,0.757,0.5914
u2745,0.6315,0.8004,0.5798
u2746,0.8527,0.8718,0.8557
u2747,0.7977,0.8883,0.7818
u2748,0.8257,0.8019,0.7536
u2749,0.7889,0.8874,0.6677
u2750,0.7738,0.8131,0.7557
u2751,0.7283,0.8775,0.7675
u2752,0.8389,0.8169,0.783
u2753,0.7715,0.8427,0.7643
u2754,0.7942,0.8312,0.8119
u2755,0.7921,0.8784,0.8918
u2756,0.7923,0.8313,0.7688
u2757,0.7513,0.8176,0.7173
u2758,0.7841,0.8308,0.7351
u2759,0.6844,0.8466,0.5846
u2760,0.6788,0.8014,0.5507
u2761,0.7436,0.8734,0.725
u2762,0.7572,0.8478,0.7179
u2763,0.7564,0.8545,0.7745
u2764,0.7653,0.7985,0.8488
u2765,0.7014,0.7746,0.7826
u2766,0.7746,0.7895,0.7568
u2767,0.7478,0.8134,0.6403
u2768,0.7975,0.8472,0.8109
u2769,0.7708,0.8557,0.7589
u2770,0.7203,0.8005,0.6607
u2771,0.7188,0.7873,0.7396
u2772,0.7267,0.7824,0.6687
u2773,0.7921,0.8229,0.7598
u2774,0.819,0.7994,0.842
u2775,0.8363,0.8894,0.8404
u2776,0.6658,0.8097,0.6776
u2777,0.6964,0.6892,0.6348
u2778,0.7963,0.9121,0.8615
u2779,0.7274,0.8001,0.7992
u2780,0.7597,0.7785,0.7771
u2781,0.7157,0.7931,0.7952
u2782,0.8197,0.8741,0.8103
u2783,0.74,0.8354,0.6927
u2784,0.7212,0.8132,0.742
u2785,0.7083,0.7906,0.7489
u2786,0.2605,0.7749,0.7505
u2787,0.7307,0.8002,0.7862
u2788,0.7125,0.8514,0.7689
u2789,0.774,0.8273,0.6919
u2790,0.7628,0.8477,0.8298
u2791,0.8071,0.8582,0.8093
u2792,0.7715,0.8546,0.732
u2793,0.6805,0.7712,0.7752
u2794,0.6658,0.8359,0.7105
u2795,0.7176,0.8592,0.6757
u2796,0.7506,0.7865,0.6978
u2797,0.7234,0.7887,0.7156
u2798,0.6949,0.6815,0.7601
u2799,0.6597,0.7928,0.7087
u2800,0.7796,0.8257,0.7029
u2801,0.6601,0.8133,0.6973
u2802,0.7593,0.7802,0.6666
u2803,0.817,0.8148,0.7904
u2804,0.7654,0.8909,0.7929
u2805,0.7513,0.8266,0.7453
u2806,0.7847,0.808,0.7915
u2807,0.8152,0.8258,0.7923
u2808,0.6642,0.8215,0.5747
u2809,0.7871,0.8453,0.8321
u2810,0.7324,0.8693,0.6629
u2811,0.7688,0.8283,0.7619
u2812,0.8019,0.8479,0.8133
u2813,0.7613,0.8346,0.7929
u2814,0.7863,0.8415,0.8075
u2815,0.7786,0.8724,0.8564
u2816,0.7388,0.7499,0.7405
u2817,0.7567,0.8544,0.8115
u2818,0.8172,0.837,0.7993
u2819,0.777,0.8545,0.7555
u2820,0.7773,0.8347,0.7632
u2821,0.7619,0.8338,0.8064
u2822,0.7202,0.7609,0.7873
u2823,0.7708,0.7953,0.7021
u2824,0.7328,0.7856,0.7759
u2825,0.7879,0.7614,0.7808
u2826,0.7089,0.7786,0.8319
u2827,0.7075,0.8155,0.7869
u2828,0.8117,0.804,0.7699
u2829,0.7555,0.796,0.7691
u2830,0.746,0.6995,0.7044
u2831,0.7334,0.8427,0.7008
u2832,0.718,0.7536,0.776
u2833,0.7463,0.7858,0.7888
u2834,0.6082,0.7441,0.6836
u2835,0.7802,0.8126,0.8607
u2836,0.8296,0.842,0.8031
u2837,0.8041,0.8316,0.8761
u2838,0.6823,0.6836,0.6926
u2839,0.7192,0.7662,0.6814
u2840,0.6631,0.7552,0.6652
u2841,0.7879,0.7967,0.7733
u2842,0.6519,0.7393,0.626
u2843,0.6373,0.8042,0.6206
u2844,0.6674,0.7603,0.6124
u2845,0.7345,0.7471,0.8451
u2846,0.7093,0.7623,0.7266
u2847,0.686,0.8347,0.6921
u2848,0.7116,0.6875,0.7257
u2849,0.6481,0.7422,0.7195
u2850,0.6985,0.8304,0.7229
u2851,0.6604,0.7639,0.7014
u2852,0.7312,0.8053,0.7911
u2853,0.7366,0.8126,0.6844
u2854,0.6777,0.7654,0.7229
u2855,0.7429,0.818,0.8677
u2856,0.7427,0.8222,0.7774
u2857,0.7777,0.8324,0.7115
u2858,0.6852,0.7988,0.7242
u2859,0.6479,0.6674,0.6514
u2860,0.7838,0.7996,0.7304
u2861,0.7307,0.8247,0.7755
u2862,0.755,0.8131,0.7261
u2863,0.7062,0.7788,0.7549
u2864,0.7596,0.7847,0.7602
u2865,0.7756,0.8317,0.7067
u2866,0.707,0.8093,0.7627
u2867,0.7612,0.8154,0.8002
u2868,0.7428,0.7341,0.7795
u2869,0.6334,0.7649,0.6681
u2870,0.7369,0.7868,0.67
u2871,0.7102,0.7845,0.702
u2872,0.704,0.7458,0.5899
u2873,0.7442,0.825,0.7339
u2874,0.7364,0.8213,0.7938
u2875,0.7712,0.7912,0.7303
u2876,0.7413,0.72,0.7041
u2877,0.7808,0.8324,0.78
u2878,0.725,0.7301,0.7421
u2879,0.6381,0.7336,0.6876
u2880,0.7054,0.7367,0.6179
u2881,0.7575,0.8146,0.7844
u2882,0.7418,0.809,0.845
u2883,0.6572,0.737,0.6819
u2884,0.7256,0.8133,0.8032
u2885,0.6896,0.7753,0.6933
u2886,0.6875,0.7797,0.6681
u2887,0.7429,0.7503,0.7152
u2888,0.7303,0.7266,0.6887
u2889,0.7311,0.8218,0.6176
u2890,0.6178,0.7979,0.6874
u2891,0.7369,0.8469,0.7997
u2892,0.7743,0.7621,0.8523
u2893,0.6393,0.7448,0.6509
u2894,0.6419,0.8364,0.6507
u2895,0.6758,0.8343,0.7205
u2896,0.7142,0.7813,0.749
u2897,0.7681,0.7719,0.7819
u2898,0.6493,0.7673,0.6893
u2899,0.7309,0.8195,0.7334
u2900,0.8052,0.7684,0.8082
u2901,0.7085,0.8511,0.77
u2902,0.6515,0.7589,0.646
u2903,0.6406,0.7975,0.7028
u2904,0.6938,0.7779,0.6756
u2905,0.7484,0.7579,0.7601
u2906,0.7447,0.7781,0.7446
u2907,0.6916,0.7672,0.7144
u2908,0.6511,0.7364,0.6641
u2909,0.7702,0.8391,0.8214
u2910,0.7165,0.7666,0.8084
u2911,0.6653,0.7339,0.6918
u2912,0.7266,0.7961,0.8027
u2913,0.7247,0.7532,0.6773
u2914,0.6516,0.8242,0.7206
u2915,0.7679,0.8119,0.78
u2916,0.7493,0.8395,0.7851
u2917,0.7493,0.7818,0.7207
u2918,0.7696,0.8476,0.8296
u2919,0.6461,0.6964,0.739
u2920,0.6535,0.7323,0.826
u2921,0.7421,0.8088,0.7268
u2922,0.7127,0.6982,0.6691
u2923,0.335,0.7654,0.706
u2924,0.6179,0.8337,0.5617
u2925,0.6803,0.7974,0.6858
u2926,0.7154,0.6855,0.5242
u2927,0.6912,0.7849,0.6821
u2928,0.65,0.7727,0.6234
u2929,0.7786,0.8455,0.7637
u2930,0.739,0.7893,0.6685
u2931,0.7813,0.8812,0.7363
u2932,0.6415,0.8128,0.6763
u2933,0.6724,0.8261,0.7063
u2934,0.7762,0.8432,0.8253
u2935,0.6694,0.7509,0.72
u2936,0.8141,0.8107,0.7914
u2937,0.7278,0.7723,0.8091
u2938,0.7353,0.8119,0.7729
u2939,0.7386,0.788,0.67
u2940,0.7282,0.7731,0.6917
u2941,0.7366,0.838,0.8145
u2942,0.7285,0.7196,0.6675
u2943,0.709,0.7995,0.635
u2944,0.7459,0.8295,0.7272
u2945,0.6885,0.8007,0.7092
u2946,0.6224,0.7686,0.5333
u2947,0.6984,0.7549,0.6882
u2948,0.7052,0.8127,0.8423
u2949,0.6651,0.7927,0.681
u2950,0.7421,0.7819,0.7386
u2951,0.7298,0.8501,0.6638
u2952,0.6989,0.8328,0.6998
u2953,0.6892,0.7712,0.6379
u2954,0.7402,0.8046,0.7876
u2955,0.8078,0.8171,0.7547
u2956,0.5514,0.7244,0.525
u2957,0.7266,0.7663,0.7166
u2958,0.704,0.7718,0.7132
u2959,0.7187,0.7531,0.6437
u2960,0.7002,0.7931,0.63
u2961,0.6277,0.8046,0.6828
u2962,0.8289,0.8363,0.7825
u2963,0.7227,0.8019,0.7495
u2964,0.7251,0.8225,0.7262
u2965,0.7126,0.8364,0.7323
u2966,0.5983,0.7176,0.6172
u2967,0.7228,0.7234,0.547
u2968,0.7368,0.8287,0.7749
u2969,0.7585,0.8146,0.7776
u2970,0.7316,0.7949,0.6601
u2971,0.5622,0.7314,0.6405
u2972,0.7851,0.7926,0.7073
u2973,0.5993,0.8366,0.6933
u2974,0.7661,0.7827,0.8145
u2975,0.7551,0.8018,0.7654
u2976,0.6796,0.7655,0.6917
u2977,0.7346,0.7677,0.6905
u2978,0.6629,0.7887,0.6813
u2979,0.7867,0.8053,0.7581
u2980,0.7577,0.822,0.7021
u2981,0.6955,0.7278,0.7416
u2982,0.7186,0.7652,0.8115
u2983,0.7356,0.7752,0.7396
u2984,0.7142,0.7715,0.7186
u2985,0.6842,0.7272,0.6908
u2986,0.6889,0.7896,0.7522
u2987,0.7177,0.7874,0.7568
u2988,0.7328,0.7352,0.7702
u2989,0.6962,0.7372,0.7412
u2990,0.7718,0.7195,0.7207
u2991,0.7563,0.8031,0.7706
u2992,0.7923,0.776,0.7632
u2993,0.3886,0.7743,0.5697
u2994,0.7449,0.7835,0.8042
u2995,0.751,0.8137,0.7717
u2996,0.7328,0.8057,0.7468
u2997,0.7735,0.7339,0.7418
u2998,0.6404,0.789,0.7417
u2999,0.7418,0.7447,0.6794
u3000,0.7184,0.822,0.8056
u3001,0.7716,0.805,0.7277
u3002,0.6867,0.7979,0.7913
u3003,0.7261,0.7138,0.6912
u3004,0.76,0.7927,0.6823
u3005,0.7487,0.712,0.7493
u3006,0.7182,0.7403,0.6591
u3007,0.7832,0.7554,0.7328
u3008,0.758,0.8682,0.7947
u3009,0.6636,0.7824,0.7509
u3010,0.6808,0.7642,0.7171
u3011,0.6617,0.7423,0.6665
u3012,0.8274,0.8261,0.8097
u3013,0.7839,0.7998,0.7357
u3014,0.7142,0.7765,0.7051
u3015,0.7642,0.7919,0.7385
u3016,0.6364,0.8228,0.5746
u3017,0.6954,0.7414,0.682
u3018,0.661,0.7401,0.624
u3019,0.7219,0.7225,0.6032
u3020,0.69,0.841,0.5909
u3021,0.7141,0.7943,0.7221
u3022,0.7013,0.8136,0.6031
u3023,0.8073,0.8282,0.7882
u3024,0.7181,0.7979,0.6018
u3025,0.7072,0.7579,0.7922
u3026,0.7323,0.7793,0.7067
u3027,0.6928,0.7819,0.82
u3028,0.6597,0.7803,0.6225
u3029,0.6648,0.7202,0.7261
u3030,0.7233,0.7784,0.7082
u3031,0.6622,0.7259,0.6672
u3032,0.7129,0.7655,0.7547
u3033,0.6169,0.7004,0.4807
u3034,0.8178,0.8223,0.8007
u3035,0.6815,0.7976,0.6565
u3036,0.7273,0.7143,0.6613
u3037,0.713,0.7415,0.7271
u3038,0.7131,0.7526,0.7051
u3039,0.7517,0.7832,0.6966
u3040,0.6177,0.7429,0.6864
u3041,0.6835,0.7532,0.7163
u3042,0.6064,0.6823,0.7245
u3043,0.8023,0.7942,0.7783
u3044,0.6889,0.7511,0.5372
u3045,0.6388,0.7628,0.6225
u3046,0.7091,0.7746,0.6767
u3047,0.7236,0.7228,0.8179
u3048,0.7108,0.7914,0.7849
u3049,0.7708,0.7483,0.786
u3050,0.6802,0.7925,0.6998
u3051,0.7256,0.7506,0.676
u3052,0.6661,0.7927,0.546
u3053,0.6742,0.7024,0.7243
u3054,0.6559,0.7455,0.5872
u3055,0.7237,0.7573,0.7636
u3056,0.7689,0.8053,0.7362
u3057,0.7468,0.7466,0.7032
u3058,0.6697,0.7184,0.6601
u3059,0.6676,0.6841,0.6355
u3060,0.6527,0.7265,0.7191
u3061,0.6672,0.7704,0.647
u3062,0.7573,0.7595,0.7826
u3063,0.6431,0.7146,0.6832
u3064,0.7651,0.8182,0.6819
u3065,0.6638,0.745,0.571
u3066,0.7491,0.76,0.7756
u3067,0.6716,0.7499,0.6823
u3068,0.7093,0.7104,0.7158
u3069,0.671,0.7409,0.6873
u3070,0.6655,0.7777,0.6296
u3071,0.7968,0.7543,0.8241
u3072,0.7939,0.8122,0.775
u3073,0.7189,0.8412,0.7092
u3074,0.721,0.7226,0.7231
u3075,0.3189,0.739,0.7463
u3076,0.7175,0.7689,0.7086
u3077,0.6116,0.7546,0.6701
u3078,0.7465,0.7681,0.8198
u3079,0.6921,0.7185,0.6542
u3080,0.7953,0.8255,0.8336
u3081,0.6386,0.7467,0.6959
u3082,0.7739,0.7907,0.8657
u3083,0.5893,0.7218,0.5643
u3084,0.7814,0.7958,0.8504
u3085,0.7018,0.8181,0.6114
u3086,0.7034,0.7509,0.7041
u3087,0.6918,0.7711,0.7672
u3088,0.6811,0.7499,0.6705
u3089,0.7055,0.7254,0.794
u3090,0.6929,0.8103,0.8054
u3091,0.7468,0.7904,0.6247
u3092,0.7043,0.7457,0.7711
u3093,0.7069,0.6909,0.8767
u3094,0.596,0.7964,0.77
u3095,0.7331,0.7812,0.6543
u3096,0.7376,0.7611,0.7508
u3097,0.6608,0.746,0.6339
u3098,0.7095,0.7256,0.6509
u3099,0.6752,0.8143,0.6714
u3100,0.7285,0.7904,0.7336
u3101,0.7447,0.7751,0.6682
u3102,0.6844,0.7869,0.7722
u3103,0.6854,0.7434,0.7839
u3104,0.7261,0.8091,0.7124
u3105,0.6896,0.759,0.6653
u3106,0.6645,0.7739,0.57
u3107,0.6115,0.6994,0.6378
u3108,0.6573,0.7412,0.6111
u3109,0.6108,0.7695,0.573
u3110,0.7389,0.7286,0.6604
u3111,0.7242,0.8322,0.6881
u3112,0.7737,0.8274,0.8342
u3113,0.7269,0.8212,0.5984
u3114,0.6194,0.7024,0.6863
u3115,0.6828,0.6909,0.6488
u3116,0.6534,0.7755,0.6002
u3117,0.7389,0.7268,0.6943
u3118,0.6566,0.692,0.7209
u3119,0.7251,0.6362,0.9038
u3120,0.7594,0.7936,0.7149
u3121,0.7558,0.7361,0.6998
u3122,0.6195,0.7897,0.6747
u3123,0.2965,0.6961,0.679
u3124,0.5237,0.7964,0.5597
u3125,0.7641,0.7931,0.7527
u3126,0.6209,0.7237,0.6957
u3127,0.7074,0.7226,0.6782
u3128,0.7298,0.7771,0.7726
u3129,0.78,0.7372,0.7767
u3130,0.7347,0.7432,0.6241
u3131,0.6848,0.6977,0.7164
