id,HetGNN,KGAT,NIRec
u546,0.585,0.0077,0.0205
u547,0.6327,0.0042,0.0248
u548,0.6281,0.0048,0.0325
u549,0.6132,0.0039,0.0248
u550,0.3487,0.0162,0.0318
u551,0.6428,0.0031,0.0203
u552,0.5814,0.0037,0.0271
u553,0.4185,0.0029,0.0234
u554,0.5862,0.0047,0.0209
u555,0.6187,0.0029,0.0207
u556,0.5511,0.0041,0.0179
u557,0.452,0.0064,0.0216
u558,0.6453,0.0023,0.0188
u559,0.5925,0.0031,0.0268
u560,0.5223,0.0049,0.0182
u561,0.64,0.0025,0.0141
u562,0.6009,0.0064,0.0277
u563,0.5727,0.0052,0.0219
u564,0.61,0.0057,0.0289
u565,0.4048,0.0042,0.0267
u566,0.5472,0.0149,0.0215
u567,0.5883,0.0085,0.017
u568,0.6447,0.0067,0.0128
u569,0.4631,0.004,0.0244
u570,0.5795,0.0185,0.024
u571,0.493,0.0056,0.0151
u572,0.6237,0.0253,0.0336
u573,0.6059,0.003,0.0161
u574,0.5999,0.0083,0.033
u575,0.4632,0.0076,0.029
u576,0.5758,0.0068,0.0221
u577,0.5426,0.0018,0.0262
u578,0.649,0.0061,0.0211
u579,0.6131,0.0163,0.0257
u580,0.5229,0.0129,0.0261
u581,0.5744,0.0032,0.0271
u582,0.4639,0.0031,0.0113
u583,0.6565,0.0082,0.0104
u584,0.6457,0.0035,0.022
u585,0.6082,0.0051,0.0289
u586,0.6183,0.0062,0.0298
u587,0.6209,0.0076,0.0282
u588,0.509,0.0046,0.0335
u589,0.5865,0.004,0.0179
u590,0.5917,0.0018,0.0152
u591,0.4578,0.0091,0.0211
u592,0.4223,0.0037,0.0154
u593,0.5491,0.0025,0.0234
u594,0.56,0.0033,0.0242
u595,0.415,0.0046,0.022
u596,0.5728,0.0033,0.0216
u597,0.4456,0.0021,0.0115
u598,0.5892,0.003,0.0184
u599,0.5793,0.0072,0.0269
u600,0.6175,0.005,0.0257
u601,0.6055,0.0089,0.0374
u602,0.4913,0.0101,0.0321
u603,0.4619,0.003,0.0076
u604,0.5794,0.01,0.0201
u605,0.6299,0.0107,0.0153
u606,0.6053,0.0024,0.0085
u607,0.6646,0.0021,0.025
u608,0.5939,0.0032,0.0145
u609,0.5949,0.0097,0.0254
u610,0.5926,0.0038,0.0167
u611,0.3421,0.0034,0.0232
u612,0.5646,0.0123,0.0216
u613,0.4871,0.0138,0.0247
u614,0.5833,0.0054,0.0294
u615,0.64,0.0033,0.0279
u616,0.6637,0.0036,0.0203
u617,0.6147,0.0153,0.0264
u618,0.5614,0.0025,0.0248
u619,0.516,0.0249,0.0333
u620,0.6233,0.0032,0.022
u621,0.6274,0.0025,0.0142
u622,0.5616,0.0056,0.0272
u623,0.617,0.0042,0.0315
u624,0.5377,0.0129,0.0349
u625,0.4899,0.0056,0.0302
u626,0.3997,0.0039,0.0168
u627,0.4511,0.0018,0.0183
u628,0.5804,0.0068,0.024
u629,0.2793,0.0132,0.0237
u630,0.0248,0.0104,0.0284
u631,0.5449,0.0072,0.0277
u632,0.6444,0.0014,0.013
u633,0.433,0.0018,0.0096
u634,0.5724,0.0035,0.0186
u635,0.6214,0.0022,0.022
u636,0.1195,0.0028,0.0228
u637,0.6337,0.0185,0.0204
u638,0.5575,0.004,0.0209
u639,0.4822,0.0174,0.0221
u640,0.5385,0.0229,0.0329
u641,0.6025,0.0094,0.0324
u642,0.627,0.0055,0.0218
u643,0.5718,0.0049,0.0252
u644,0.5259,0.0064,0.0353
u645,0.5743,0.0065,0.0217
u646,0.5582,0.0044,0.0241
u647,0.5777,0.0082,0.0242
u648,0.6339,0.0025,0.009
u649,0.5252,0.0095,0.0325
u650,0.5504,0.0025,0.0104
u651,0.6541,0.0032,0.0282
u652,0.0779,0.0029,0.0121
u653,0.0617,0.0224,0.0371
u654,0.6379,0.0098,0.0229
u655,0.6508,0.0034,0.0159
u656,0.5787,0.01,0.0202
u657,0.6026,0.0125,0.0211
u658,0.5939,0.0092,0.0178
u659,0.5887,0.0092,0.0319
u660,0.4822,0.0032,0.0129
u661,0.0843,0.0062,0.0194
u662,0.5753,0.0068,0.0252
u663,0.2936,0.0051,0.0115
u664,0.653,0.0085,0.0268
u665,0.6146,0.0022,0.022
u666,0.2905,0.0025,0.0194
u667,0.657,0.0029,0.0191
u668,0.598,0.006,0.0163
u669,0.5305,0.0053,0.0277
u670,0.3652,0.0027,0.0171
u671,0.6336,0.0094,0.0266
u672,0.501,0.0033,0.0229
u673,0.5314,0.0084,0.0209
u674,0.5481,0.0037,0.0238
u675,0.6555,0.0267,0.0339
u676,0.6383,0.003,0.019
u677,0.6209,0.0038,0.015
u678,0.6339,0.0054,0.0184
u679,0.5491,0.0049,0.0262
u680,0.6194,0.0042,0.0243
u681,0.5969,0.016,0.0293
u682,0.5717,0.0246,0.0281
u683,0.6646,0.0047,0.0255
u684,0.5701,0.0023,0.0193
u685,0.5955,0.0034,0.0215
u686,0.3181,0.0059,0.0293
u687,0.6354,0.0036,0.0266
u688,0.5566,0.004,0.0251
u689,0.6637,0.005,0.0301
u690,0.5665,0.0103,0.0258
u691,0.6526,0.002,0.0117
u692,0.6453,0.004,0.029
u693,0.6229,0.0078,0.0229
u694,0.383,0.0051,0.0286
u695,0.6128,0.0039,0.0201
u696,0.6236,0.0032,0.0185
u697,0.5623,0.0027,0.024
u698,0.6237,0.0045,0.0228
u699,0.604,0.0078,0.0195
