6513,[4728 8804],[0.96710545 0.032894522]
6514,[4731 12024],[0.7977825 0.20221752]
6515,[4731 8891 11497],[0.1525536 0.7227465 0.12469993]
6516,[4731 5126 6607 7475 7652 7999 10409 10563],[4.05305e-05 0.007398924 0.0015443559 0.9496684 0.040013466 0.0010177824 0.00015779251 0.00015881912]
6517,[4732],[1.0]
6518,[4733 5515 5711 8729 10682],[0.0046621966 0.077915765 0.0033310198 0.9132205 0.00087046035]
6519,[4733 8855 10682 10715],[0.9944825 0.0031493637 0.0021007175 0.0002673599]
6520,[4733 5415 6011 10682 12302],[0.47488162 0.3311836 0.10343943 0.090269454 0.0002258213]
6521,[4734],[1.0]
6522,[4738],[1.0]
6523,[4738 5592],[0.008759861 0.9912402]
6524,[4739],[1.0]
6525,[4740],[1.0]
6526,[4741 11092],[0.999734 0.00026594766]
6527,[4742 6702 8222],[9.750973e-05 0.8386664 0.16123615]
6528,[4743 8903],[0.9957522 0.004247744]
6529,[4745 7822 8452],[0.020123795 0.30883893 0.67103726]
6530,[4746 5519 6567 9761],[0.35570475 0.00013911801 0.6441368 1.939853e-05]
6531,[4749 6977],[0.018368263 0.98163176]
6532,[4754 10775],[0.29464206 0.7053579]
6533,[4755 8992],[0.7668336 0.23316641]
6534,[4756 4858],[0.99880743 0.0011925948]
6535,[4760 9791],[0.9978884 0.0021116203]
6536,[4768 4863 6853 10107 10533],[0.0032049685 1.2378953e-05 0.9951025 6.5542576e-05 0.001614503]
6537,[4774 5528],[0.0035942548 0.9964057]
6538,[4775],[1.0]
6539,[4776 4917 8363],[0.00018922822 0.77965367 0.22015713]
6540,[4776 10392 11357],[0.18865265 0.44963706 0.36171028]
6541,[4777 5663 9470 12338],[0.04303521 0.87219304 0.08476815 3.5223934e-06]
6542,[4778 5492 6503 8694],[0.65142506 0.02428168 0.31361714 0.010676102]
6543,[4779 5989],[0.8562148 0.14378522]
6544,[4779 10426],[0.9960031 0.0039969604]
6545,[4780 5372 6425 8728 10751],[0.0027182316 0.00051338563 0.9379827 0.05784519 0.0009404929]
6546,[4782],[1.0]
6547,[4783 10150],[0.14910933 0.8508907]
6548,[4784 6097],[5.9161034e-06 0.99999404]
6549,[4785],[1.0]
6550,[4787 5610 6138 8263],[0.0038008078 0.0005638524 0.6334653 0.36216998]
6551,[4789 7046],[0.0017566216 0.99824333]
6552,[4789 6130],[0.0054892357 0.99451077]
6553,[4790 9526],[0.99533796 0.0046620215]
6554,[4792 10081],[0.7809018 0.21909815]
6555,[4792 4934 10081 10148],[0.35021478 0.39970958 0.14412639 0.10594929]
6556,[4792 10081 10148],[0.516297 0.08813985 0.39556316]
6557,[4794],[1.0]
6558,[4794 12335],[0.99923325 0.0007667325]
6559,[4795],[1.0]
6560,[4796 6651],[0.012360222 0.9876397]
6561,[4797],[1.0]
6562,[4798 6238 6839 7019 7886 8371 8658 10968],[3.350378e-05 6.420881e-05 0.0043739113 0.89304066 0.07716585 0.015847368 0.009426022 4.8474518e-05]
6563,[4799 5773 11233 12225],[0.36208305 0.0053542596 0.6323986 0.00016413121]
6564,[4801],[1.0]
6565,[4801 6993 9005],[0.00029607373 0.9978725 0.0018314822]
6566,[4802],[1.0]
6567,[4802 8807],[0.04999323 0.9500067]
6568,[4802 6063],[0.9712759 0.028724108]
6569,[4803 7825 7835 8390 8962 9252 9296 9299 12194],[8.238922e-07 0.1969349 0.0009562756 0.0025066119 0.7993492 0.00023885969 2.5385376e-07 1.2943763e-05 6.5592104e-08]
6570,[4805 6801 7944 12271],[0.3905707 0.03380694 0.5756184 4.0055825e-06]
6571,[4806 5118],[0.7130164 0.28698355]
6572,[4806 5118],[0.9114058 0.08859426]
6573,[4813 6954],[0.998749 0.0012509652]
6574,[4814],[1.0]
6575,[4815 8250],[0.33460432 0.66539574]
6576,[4817],[1.0]
6577,[4818],[1.0]
6578,[4820 7532 10252],[0.62054735 0.3729512 0.006501476]
6579,[4828 6923],[0.35925758 0.6407425]
6580,[4830 6624 10641],[0.0004821411 0.99951756 3.979079e-07]
6581,[4832 6669 8100 8268 8583 9808 12159],[0.0018864102 0.8515933 0.020905616 0.00044616574 0.11298699 0.0115784155 0.00060308987]
6582,[4833 11748],[0.039003305 0.9609966]
6583,[4834 9453],[0.98727113 0.012728898]
6584,[4836],[1.0]
6585,[4839],[1.0]
6586,[4840],[1.0]
6587,[4840 5092],[0.036627024 0.963373]
6588,[4841],[1.0]
6589,[4842 6965],[0.75797236 0.24202767]
6590,[4845 8201],[0.049938068 0.9500619]
6591,[4845 10198],[0.8529961 0.1470038]
6592,[4847],[1.0]
6593,[4848 10288 10596],[0.9341751 0.062397625 0.003427313]
6594,[4849],[1.0]
6595,[4849 11501],[0.9757028 0.024297148]
6596,[4850 5550 7938],[0.20296822 0.056897115 0.74013466]
6597,[4852 5596 7803 8143 8878 9068 9425 9430 10476 11893 12226],[0.00027899275 0.33749375 8.39103e-05 0.002349311 0.005358569 0.64249015 0.01023929 0.0016690126 1.22843885e-05 7.216793e-06 1.7524177e-05]
6598,[4856],[1.0]
6599,[4858 6879],[4.4051187e-05 0.9999559]
6600,[4858 5795 6879 11607],[0.00027068282 0.0014023435 0.99821305 0.00011396297]
6601,[4863 5565 5868 8073 9321 9976 10024 10115 10946],[2.2335993e-05 7.22485e-05 7.880499e-08 0.41741434 1.3133065e-06 0.57971203 0.0025406226 0.00023536714 1.7249904e-06]
6602,[4863 5319],[0.0051641585 0.99483585]
6603,[4864],[1.0]
6604,[4865 6100 8030],[0.55935055 0.3483934 0.09225593]
6605,[4866 5450],[0.9521819 0.047818135]
6606,[4868 9689 12013],[0.00030477942 0.99965405 4.1125055e-05]
6607,[4868 7780 12120],[0.7135613 0.28529593 0.0011427529]
6608,[4871 8684],[0.99148434 0.008515699]
6609,[4872 6804],[0.026874417 0.9731256]
6610,[4873],[1.0]
6611,[4876],[1.0]
6612,[4877],[1.0]
6613,[4878 9599],[0.0209638 0.97903615]
6614,[4879],[1.0]
6615,[4881 6298 8536 9103],[0.006497682 0.99092287 0.0020619985 0.0005173983]
6616,[4881 6298 12184],[0.04174194 0.92286485 0.035393212]
6617,[4882 11910],[0.5379785 0.46202156]
6618,[4884],[1.0]
6619,[4885],[1.0]
6620,[4885 5699],[0.008583027 0.991417]
6621,[4886 5489 5606 7034 10117 11346 11914],[5.4132906e-06 5.6217723e-05 3.2237665e-06 0.9999249 8.705257e-06 9.725073e-07 5.406988e-07]
6622,[4887 5479],[0.87016225 0.12983772]
6623,[4890 5810 8820 10127 10208],[0.027207825 0.030807741 0.93300676 0.00020533636 0.008772314]
6624,[4892 6611],[0.9939767 0.0060232272]
6625,[4894 9281 10949],[0.5983836 0.39722314 0.0043932633]
6626,[4895 7720 10273],[0.7895449 0.21022478 0.00023029858]
6627,[4895 7720],[0.00269431 0.99730563]
6628,[4895 5815 7720 9503],[6.466877e-05 0.9546886 0.0119200265 0.033326827]
6629,[4896 9317 10332],[0.7782906 0.006944967 0.21476437]
6630,[4897 5954],[0.8777335 0.12226651]
6631,[4898],[1.0]
6632,[4898 12081],[0.44389555 0.5561045]
6633,[4899 8718],[0.0001841633 0.9998159]
6634,[4903],[1.0]
6635,[4905],[1.0]
6636,[4911],[1.0]
6637,[4915 5173 5436 8334 8509],[2.961055e-06 0.0003433617 0.94411063 8.47974e-05 0.055458356]
6638,[4916 8599],[0.1204669 0.87953305]
6639,[4916 5148],[0.9333744 0.06662565]
6640,[4916 11812 12310],[0.37124154 0.26139966 0.36735883]
6641,[4919 7366],[0.34997332 0.65002674]
6642,[4922 4954],[0.95644444 0.043555588]
6643,[4922 4992],[0.15187758 0.8481225]
6644,[4923 8050],[0.8462197 0.1537803]
6645,[4923 5397],[0.9999176 8.233832e-05]
6646,[4925 7544 8655 10176 10402 10467 10884 11329 12200],[0.0042663096 0.002249901 0.82605726 0.050028015 0.03356498 0.060716663 0.012068197 0.010063096 0.0009856485]
6647,[4926],[1.0]
6648,[4927 7241],[0.8594037 0.14059623]
6649,[4927 7241 8156],[0.03842387 0.0022151473 0.95936096]
6650,[4928 8304 9563 10485],[0.0056018983 0.9707972 0.0235954 5.542807e-06]
6651,[4931 5646 5975 10085 11770],[5.352361e-05 0.550032 0.037518065 0.41239598 3.1218465e-07]
6652,[4932 8350 9170],[0.2585585 0.7177066 0.023734888]
6653,[4934 10081 10148],[0.7276805 0.14980084 0.12251862]
6654,[4939 5715 10935],[0.010059817 0.9817302 0.008209979]
6655,[4940 6073 6319 9557 10326 11682 11836],[0.043028515 0.75124335 0.047232635 0.11342733 0.03960738 0.00010656883 0.0053541833]
6656,[4943],[1.0]
6657,[4945 5896 6407],[0.02822414 0.016386634 0.95538926]
6658,[4945 6108 6407 6428],[0.0040213084 0.00046069958 0.48262239 0.5128956]
6659,[4945 8014],[0.03591251 0.9640875]
6660,[4945 5896],[0.97198075 0.028019259]
6661,[4946 12136],[0.990339 0.0096610235]
6662,[4946 5779 11768],[0.0016943567 0.99823064 7.503466e-05]
6663,[4947 10075],[0.0018789681 0.99812096]
6664,[4953],[1.0]
6665,[4954 10030],[0.0026248316 0.99737513]
6666,[4954 6857 9113],[0.00402253 0.0011690125 0.9948085]
6667,[4955],[1.0]
6668,[4957 6646 9759],[0.20952189 0.016373355 0.7741048]
6669,[4958],[1.0]
6670,[4960],[1.0]
6671,[4961 6983 8467 9061],[0.15744767 0.038941603 0.7862176 0.017393127]
6672,[4964 5448 7934 9170 9486 11131],[0.00031229478 0.7454059 0.22189614 0.031576727 2.2185536e-06 0.0008067545]
6673,[4964 5528 7279],[0.0056049377 0.89117295 0.10322214]
6674,[4964 6729 9681 12113],[0.0029970803 0.013789653 0.9816502 0.0015631036]
6675,[4966 5110],[0.31483155 0.68516845]
6676,[4967 11070],[0.9501574 0.04984257]
6677,[4968 7640 7835 10131 10145],[0.42212254 0.22622125 0.30724043 0.0030884938 0.041327413]
6678,[4970 6755 6959 8069],[0.00679524 0.5578424 0.0316701 0.40369233]
6679,[4972],[1.0]
6680,[4976 6082 8590],[0.025956798 0.9122941 0.06174904]
6681,[4978 8850 11137],[0.0006410603 0.9988543 0.0005046275]
6682,[4979 10793 11262],[0.9995758 0.00037220988 5.1977968e-05]
6683,[4980 9035 10454],[1.9713074e-05 0.99997425 6.0840844e-06]
6684,[4988 12083],[0.9633133 0.03668678]
6685,[4989 9684],[0.90023106 0.09976888]
6686,[4989 10535 10911],[0.27915007 0.72071475 0.00013521702]
6687,[4991],[1.0]
6688,[4993 9899],[0.78773916 0.2122609]
6689,[5000 9992 10268 10580 11762],[0.09600887 0.8555627 0.034727782 0.013418568 0.00028206265]
6690,[5001 7936],[0.08491161 0.9150884]
6691,[5005],[1.0]
6692,[5007 5249 5725],[0.014554058 0.46356413 0.5218818]
6693,[5010 6913 9362],[0.0004959606 0.99863666 0.00086732896]
6694,[5011 7356 7867],[0.002743648 0.1624195 0.8348369]
6695,[5012],[1.0]
6696,[5013],[1.0]
6697,[5016],[1.0]
6698,[5017],[1.0]
6699,[5018 5349 10745],[0.6761848 0.12530953 0.19850564]
6700,[5019 8409],[0.63446116 0.36553887]
6701,[5021 6499],[5.3324533e-05 0.9999467]
6702,[5023],[1.0]
6703,[5023 5495 6850 9645 10180],[0.49001947 0.0061875302 0.01437047 0.09603063 0.3933919]
6704,[5024],[1.0]
6705,[5025 6455],[0.99912924 0.0008708079]
6706,[5026 5750 6815 9184],[0.052068125 0.00086617324 0.93364054 0.013425075]
6707,[5027 10663],[0.92384046 0.07615959]
6708,[5029],[1.0]
6709,[5032 7788 8576 11129],[0.87807834 0.10486765 0.016806697 0.0002473055]
6710,[5033 7361 7555 11952],[0.0076862075 0.011407397 0.9808507 5.5686713e-05]
6711,[5033 8969 8988],[0.21318063 0.39192927 0.39489016]
6712,[5033 11536 11644],[0.5417566 0.45779794 0.00044549696]
6713,[5035],[1.0]
6714,[5036 6469],[0.8553838 0.14461616]
6715,[5036 5569],[0.96570575 0.034294195]
6716,[5038 7936 9685 9727 12290],[0.0052096816 0.9947031 2.5929319e-06 8.455181e-05 5.748354e-08]
6717,[5038 7627],[0.9443469 0.05565306]
6718,[5039],[1.0]
6719,[5040],[1.0]
6720,[5042 7353],[0.0068540047 0.99314606]
6721,[5042 7353],[0.84962684 0.15037313]
6722,[5043 6058 6548],[0.7671593 0.21257053 0.020270133]
6723,[5044 9089 9094 9693 10303],[0.09952787 0.29910776 0.003844522 0.59620416 0.0013156838]
6724,[5044 9089],[0.24766567 0.75233436]
6725,[5047 5272 6748 7071 8414 8581],[0.000754996 0.0015539469 0.0026739875 0.3751391 0.00012228859 0.6197557]
6726,[5050 7428 11025],[1.1271199e-05 0.99771774 0.0022709765]
6727,[5054],[1.0]
6728,[5056],[1.0]
6729,[5056 5909],[0.09639068 0.9036093]
6730,[5059 8063 11571 12186],[0.035150453 0.9607341 0.0005569592 0.0035584338]
6731,[5059 5199],[0.98914367 0.010856295]
6732,[5062 9145],[0.3898387 0.61016136]
6733,[5064 11731],[0.9988764 0.0011236276]
6734,[5066],[1.0]
6735,[5066 5944],[0.9766566 0.023343444]
6736,[5066 8471],[0.032687724 0.9673122]
6737,[5067 11137],[0.88747174 0.112528324]
6738,[5068 6406],[0.12513448 0.87486553]
6739,[5069],[1.0]
6740,[5073 9925 10154],[0.9686031 0.031358175 3.8824324e-05]
6741,[5075 7526],[5.9585195e-06 0.99999404]
6742,[5076 5467 9626],[0.9189082 0.079638906 0.0014529439]
6743,[5083 9553],[0.09700662 0.9029934]
6744,[5084 10649],[0.01816649 0.9818335]
6745,[5085],[1.0]
6746,[5086],[1.0]
6747,[5086 6670],[0.7811116 0.21888845]
6748,[5087 10769 11649 11919],[0.8811346 0.115170695 0.002931443 0.00076321245]
6749,[5087 10769],[0.035084423 0.9649155]
6750,[5088],[1.0]
6751,[5090],[1.0]
6752,[5092],[1.0]
6753,[5098 6028 9350],[0.13745803 0.56648713 0.29605484]
6754,[5098 6028 9350],[0.7189774 0.20744656 0.073576145]
6755,[5103 7116],[0.0039864993 0.9960135]
6756,[5106],[1.0]
6757,[5106 6070 6211],[0.41650856 0.33081156 0.2526799]
6758,[5106 11054 11385],[0.8216383 0.08250468 0.095857024]
6759,[5108 5353],[0.009257411 0.9907426]
6760,[5111 6440],[0.96864736 0.031352673]
6761,[5111 6011 7922 10158],[1.6887207e-05 0.99993825 3.981105e-06 4.085424e-05]
6762,[5112],[1.0]
6763,[5112 8826 11399],[0.05195154 0.89854014 0.049508367]
6764,[5115],[1.0]
6765,[5117 9572],[0.19711787 0.80288213]
6766,[5117 5484 8556 8703 11081],[0.0015804011 0.031093363 0.9600608 0.0064484878 0.0008169509]
6767,[5118],[1.0]
6768,[5122 9814],[0.27053037 0.7294696]
6769,[5123 11107],[0.9772444 0.022755641]
6770,[5123 12298],[0.95739925 0.042600695]
6771,[5124 5342],[0.9497888 0.05021118]
6772,[5128],[1.0]
6773,[5131 7114 9547 9558],[0.0021772734 0.00053184415 0.005784569 0.9915063]
6774,[5133],[1.0]
6775,[5133 6340 7690 11557],[0.00010932 4.085311e-06 0.9998864 2.3285871e-07]
6776,[5136 5356 5762 12096],[0.00032557506 0.20909691 0.787681 0.002896531]
6777,[5137 11289],[0.60176414 0.3982358]
6778,[5140 10181 10683],[0.95531833 0.0009098939 0.04377173]
6779,[5143],[1.0]
6780,[5144 9337],[0.9782944 0.02170563]
6781,[5147 8693],[0.34262243 0.65737754]
6782,[5147 9691],[0.0808612 0.9191387]
6783,[5152 5340 7934],[0.0041069053 5.469748e-07 0.9958925]
6784,[5153 7786],[0.999982 1.795949e-05]
6785,[5154],[1.0]
6786,[5155],[1.0]
6787,[5156],[1.0]
6788,[5157 6376],[0.0053655584 0.9946345]
6789,[5157 12027],[0.99570185 0.004298112]
6790,[5158],[1.0]
6791,[5161 5658 9198 9583 11022 11343],[0.019874647 2.1392847e-05 0.9236208 0.021489577 0.0035476997 0.03144578]
6792,[5162 5748],[0.81923026 0.1807698]
6793,[5163 5382 6119 7025],[0.119006224 0.00080744835 0.8801516 3.4741766e-05]
6794,[5164 10392],[0.74172443 0.25827563]
6795,[5165 9380],[0.507824 0.49217594]
6796,[5166 5593],[0.10891357 0.8910864]
6797,[5166 9656],[0.32654318 0.67345685]
6798,[5166 6150],[0.93832517 0.0616749]
6799,[5166 10061],[0.777621 0.22237906]
6800,[5169],[1.0]
6801,[5169 7784],[0.99726236 0.0027376267]
6802,[5169 9550 10244],[0.00015394241 0.99980325 4.284291e-05]
6803,[5170],[1.0]
6804,[5170 6696],[0.9930341 0.006965916]
6805,[5172 5580 6535],[0.99145186 0.0039279917 0.0046201292]
6806,[5172 9894],[0.03453473 0.96546525]
6807,[5175],[1.0]
6808,[5175 11804],[0.9999522 4.7811645e-05]
6809,[5176 6420],[0.0014493963 0.9985506]
6810,[5177 5770 7311 10802],[0.00020170704 0.0034593712 0.99633837 6.327104e-07]
6811,[5178],[1.0]
6812,[5179 8578],[0.4984913 0.5015087]
6813,[5183 7071],[0.0001239836 0.999876]
6814,[5185 5633 10358],[0.99028087 0.0036697218 0.0060493504]
6815,[5187],[1.0]
6816,[5188 10073 10149],[0.0055842963 0.9941485 0.00026725658]
6817,[5189],[1.0]
6818,[5189 5406 7373 8900],[0.5817024 0.2651709 0.011143606 0.14198308]
6819,[5190 10970 11462],[0.8383541 0.16152225 0.00012361153]
6820,[5191 8516 9202 9863],[0.0011444617 0.20373112 0.6968418 0.098282576]
6821,[5191 8516 9863],[0.0018942629 0.61598176 0.38212395]
6822,[5193 5869],[0.003248535 0.99675155]
6823,[5194 10369],[0.7277663 0.27223375]
6824,[5196 6133 9868],[0.00023954069 0.5921584 0.4076021]
6825,[5197 9228],[0.9788615 0.021138487]
6826,[5198 11023],[0.9993636 0.0006364359]
6827,[5202 10596 11149],[0.99876535 0.0009247447 0.00030993743]
6828,[5204 11145],[0.95026654 0.049733452]
6829,[5204 5680],[0.016514434 0.9834856]
6830,[5205],[1.0]
6831,[5205 7318],[7.660911e-05 0.99992335]
6832,[5205 9509],[0.012693119 0.98730695]
6833,[5206 5230 6717 7670],[0.1056126 0.08167151 0.8117509 0.0009649879]
6834,[5207],[1.0]
6835,[5211 7622 8713],[0.99871314 0.0006387744 0.0006481336]
6836,[5211 10277 10394],[0.40964168 0.00069388124 0.5896644]
6837,[5212 5256],[0.0010720651 0.9989279]
6838,[5213],[1.0]
6839,[5213 7701 9744],[0.9726614 0.0022667814 0.025071837]
6840,[5214 7632 9940],[0.026445046 0.56264204 0.41091287]
6841,[5214 5959],[9.929968e-05 0.9999007]
6842,[5215 11913 12253],[0.9992107 0.00025074842 0.0005385712]
6843,[5217 7010 7534],[0.13787834 0.51413834 0.34798327]
6844,[5219],[1.0]
6845,[5223 11175],[0.99081236 0.009187676]
6846,[5231 6102],[0.092828386 0.90717167]
6847,[5232 7963 9535 11972],[0.00042213607 0.0014909559 0.9980604 2.6497339e-05]
6848,[5233 11961],[0.8930769 0.106923044]
6849,[5233 6586 7790 11961],[9.44748e-06 0.0013070364 0.9986835 3.1190837e-08]
6850,[5235 7666],[0.0012209039 0.9987791]
6851,[5236 6731],[0.9639026 0.036097378]
6852,[5237],[1.0]
6853,[5238 5451 6519 7021 7384 10851],[4.9108712e-05 1.7538963e-05 5.9704482e-05 0.019562518 0.9803089 2.2001589e-06]
6854,[5238 6892 10654],[0.72518915 0.2739287 0.00088209554]
6855,[5240 5599 9271],[3.635352e-05 0.00013336276 0.99983025]
6856,[5240 10234],[0.89371675 0.10628324]
6857,[5242],[1.0]
6858,[5244 7678 10757],[0.00024068548 0.99808997 0.0016693315]
6859,[5246 5430],[0.26504123 0.73495877]
6860,[5247 7491 9043],[0.09309849 0.112370156 0.79453135]
6861,[5248 6406],[0.14682434 0.85317564]
6862,[5249 5468 6258],[0.00031928348 0.08091389 0.91876686]
6863,[5250 5992],[0.9704775 0.029522495]
6864,[5254],[1.0]
6865,[5256],[1.0]
6866,[5256 6040],[0.9993093 0.00069073366]
6867,[5257 5305 5435],[0.02467696 0.11750459 0.8578184]
6868,[5258],[1.0]
6869,[5259],[1.0]
6870,[5260],[1.0]
6871,[5261 8124 9270],[0.0007518174 0.978726 0.020522129]
6872,[5263],[1.0]
6873,[5265 9338],[0.9806245 0.01937555]
6874,[5265 8091 10977],[0.49038464 0.50837696 0.0012383726]
6875,[5267],[1.0]
6876,[5267 6936],[0.054032996 0.94596696]
6877,[5268 12376],[0.8825092 0.11749083]
6878,[5268 5819 7955 10811 12193 12214 12349],[0.0012320064 0.9885888 0.004090896 0.000782417 0.00021528978 5.231976e-05 0.0050382814]
6879,[5269],[1.0]
6880,[5270 11529],[0.9986474 0.0013526079]
6881,[5272 6042 7185 12231],[0.00074310484 0.9825318 0.01671432 1.0772733e-05]
6882,[5273],[1.0]
6883,[5275],[1.0]
6884,[5277 8680],[0.00695549 0.99304444]
6885,[5277 8680],[0.92818505 0.071814924]
6886,[5277 8482 8680],[0.0015441397 0.9965861 0.0018696996]
6887,[5277 8680],[0.85520107 0.14479893]
6888,[5277 8680],[0.050121956 0.9498781]
6889,[5278 5997 5998 7112 8578 8917 9175 11515 12287],[0.056769554 0.1968156 0.5820397 0.037175637 0.018314369 0.104073204 0.0047984333 3.496633e-06 1.0073382e-05]
6890,[5278 5997 5998 8917 9175 10435],[0.000117178424 0.00096116826 0.16301082 0.710383 0.12545942 6.844076e-05]
6891,[5279],[1.0]
6892,[5280 7901 11757],[0.010098512 0.98980767 9.378417e-05]
6893,[5281 9864],[0.2941615 0.7058385]
6894,[5281 5792 7117],[0.003499165 0.38809338 0.60840744]
6895,[5282],[1.0]
6896,[5283],[1.0]
6897,[5286],[1.0]
6898,[5286 7901],[0.10216212 0.8978379]
6899,[5286 10223 10516],[0.98243904 0.016864266 0.00069673994]
6900,[5287],[1.0]
6901,[5290],[1.0]
6902,[5293],[1.0]
6903,[5295 8404],[0.89871544 0.101284556]
6904,[5295 8404],[0.9997743 0.00022574027]
6905,[5296],[1.0]
6906,[5297 8275 8451],[0.6421099 0.35648286 0.0014072617]
6907,[5297 8451],[0.2753637 0.72463626]
6908,[5297 8275],[0.86679536 0.13320465]
6909,[5297 8275 8451],[0.85410094 0.019372344 0.12652665]
6910,[5298],[1.0]
6911,[5299],[1.0]
6912,[5303 11128],[0.9797095 0.020290518]
6913,[5303 7774],[0.00017979213 0.9998203]
6914,[5304],[1.0]
6915,[5304 9013],[0.012543113 0.98745686]
6916,[5304 9013],[0.010958791 0.98904115]
6917,[5304 9013],[0.40434724 0.59565276]
6918,[5304 9013],[0.007166818 0.99283314]
6919,[5306 6449 6809],[0.86525196 0.12586802 0.008880012]
6920,[5308 5572 7557],[0.98840404 0.00013612113 0.011459839]
6921,[5308 10835],[0.99975616 0.00024389332]
6922,[5308 5902 9716 10840 11741],[0.989901 0.0017704534 0.00032226028 0.008004743 1.4986622e-06]
6923,[5311 8718],[0.0015929329 0.99840707]
6924,[5311 8718 9518],[0.8656386 0.13354206 0.00081938365]
6925,[5315 10151 11790],[0.9997571 6.130059e-05 0.00018165277]
6926,[5316],[1.0]
6927,[5317],[1.0]
6928,[5318 9220],[0.02394158 0.9760584]
6929,[5322],[1.0]
6930,[5325],[1.0]
6931,[5326 9523],[0.029208725 0.9707912]
6932,[5327 7537 12362],[0.94834054 0.051596187 6.334497e-05]
6933,[5328 10465],[0.8203923 0.17960766]
6934,[5329 6470],[0.03973126 0.96026874]
6935,[5332 6091],[0.008880215 0.9911198]
6936,[5335 9176],[0.99897826 0.0010218181]
6937,[5336],[1.0]
6938,[5338 7023 7661],[0.07089258 0.37048438 0.5586231]
6939,[5339],[1.0]
6940,[5339 10226 12081],[0.9985543 0.0009621505 0.0004835084]
6941,[5339 8621],[0.010471477 0.9895285]
6942,[5340 5725 9650 10213],[0.4721224 0.5219792 0.003166397 0.002732062]
6943,[5340 6144],[9.9015255e-05 0.99990094]
6944,[5341 10082],[0.0007857793 0.9992142]
6945,[5345],[1.0]
6946,[5346 7890 8400],[1.9290032e-06 0.9968514 0.0031467301]
6947,[5348 9890],[0.07106804 0.928932]
6948,[5349 7191 8647],[0.0005292979 0.9899137 0.009556993]
6949,[5350 6307],[0.00016716254 0.99983287]
6950,[5355],[1.0]
6951,[5357],[1.0]
6952,[5359 10398],[0.06094657 0.93905336]
6953,[5360 9206 9388 11883],[0.91828233 0.014083357 0.06753722 9.709803e-05]
6954,[5363],[1.0]
6955,[5365 7864],[0.84052956 0.15947041]
6956,[5367 6824 9680],[0.4798903 0.4840394 0.036070354]
6957,[5374 5931],[0.19971314 0.8002869]
6958,[5374 10599 12240],[0.952682 0.04726167 5.6310335e-05]
6959,[5375],[1.0]
6960,[5377],[1.0]
6961,[5379],[1.0]
6962,[5385],[1.0]
6963,[5386],[1.0]
6964,[5390],[1.0]
6965,[5391 6254],[0.81914645 0.18085355]
6966,[5394 8896 9625],[0.94634145 0.007995477 0.045663055]
